;5FTHFabc;ACt;ADNabc;ATPase;CA2abc;CO2t;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;GSNabc;H2Ot;Ht;Kt6;LIPTA;L_LACt2r;MG2abc;NACabc;NAt;NH3t;O2t;P5Pabc;PIabc;PYRt2r;RIBFLVabc;SPRMabc;THMDabc;THMPPabc;URAt2;AA_t2r;5FTHFPGS;ACKr;ACPPAT;ACPS;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCYTK;DGK1;DGSNK;ENO;FAKr;FBA;FMNAT;FTHFCL;GALU;GAPD;GK1;GLYK;GUAPRT;LDH_L;NADHK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E1;PDH_E2;PDH_E3;PFK;PGI;PGK;PGK2;PGK4;PGM;PGMT;PGPP;PGSA;PPA;PPM;PRPPS;PSSYN;PTAr;PUNP1;PUNP3;PYK2;PYK3;PYK4;PYK6;PYK7;PYK8;RBFK;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;AATRS;ACP_transl;PdhC_transl;tRNAP;Ribosome
forward;409.6905143729673;600520540000.0;214.15929388156107;155.63298369606918;194.22641745545687;440095500000.0;428.1462745422178;209.813287199664;203.28731420774042;214.15929388156107;2682460000000.0;450174910000.0;505.9226747632868;920939630000.0;218.50530056345815;180152870000.0;10079410000.0;388.9797446040216;51254.27463284256;900780810000.0001;183.20739727800117;201.95327844923557;229897692800.0;170305260000.00003;319988100000.0;229.8592621042675;254.20393833308222;880621990000.0001;309.6293466989428;297.9781764221927;207.36493902082043;406.8280320880569;1130948810000.0;981.3555097284295;818.4521453100019;14743.589629361955;5209.297523477552;22417.08750222662;3488.3331226499067;1397.6797954277909;5060.468404752714;195.69904481782618;769.2156088822608;957.0950599626698;256.22136822487107;1557.338198052854;1527.1118812415605;3422.5455485422513;358.1642809617232;1185.8790263368514;128899.9367781767;273.22738448149533;346.75800583491144;1097.9460900099687;365.76035100032584;412.93090212135405;115.67159158133045;176.02518028359808;1120.5746427523036;1311.6546705771132;1422.0642022652223;4516.952737134741;1118.6526014648928;6643.164695331525;344.9214416262175;22779.388103160458;1198.6140512380462;294.65587353078973;358.5968989664512;395.3199965217687;1376.9988959927216;698.6998648668625;61333.268358081514;64721.34158983964;77964.45906187853;735.2828188051534;1249.1928945071277;6657.172475270305;6501.9504048202025;6657.172475270305;643.8469200032497;1139.2589573007406;1203.9354987625636;1389.6861332390877;4570.289774980211;846.2735456158642;288.9390330861401;25571.956789995795;6711.382560135813;2369.003651459094;1009.1689823414474;446.26856740850013;476.98640089370235;445.49371594962804;464.3973947233358;432.90470977926157;444.7162985985167;594.3629059116088;844.8447421251823;12618.964820148574;461.5961208778089;495.70764878299497;677.5864333459548;595.1253222621863;782.3462260183481;80.23431395568005;981.5336475428443;3306.021568302988;320.8082706307076;3435.1664963013723;1438.9749681481771;17170.595050507425;1398260.8857020824;7270160.846182984;59763.08559760538;4.55
backward;409.69051437296724;600520540000.0;214.15929388156107;155.63298369606915;194.22641745545695;440095500000.0;428.1462745422178;209.81328719966396;203.28731420774042;214.15929388156107;2682460000000.0;450174910000.0;505.9226747632868;920939630000.0;218.5053005634582;180152870000.0;10079410000.0;388.9797446040217;51254.27073999178;900780810000.0001;183.2073972780012;201.95327844923557;229897692800.0;170305260000.00003;319988100000.0;229.8592621042675;254.20393833308228;880621990000.0001;309.62934669894287;297.97817642219275;207.36493902082046;406.82803208805694;1130948810000.0;981.3555097284295;818.4507109111414;14743.589629361953;5209.2950805928;22417.08750222662;3488.333122649907;1397.6797954277909;5060.462527423433;195.714435209913;769.2156088822608;957.0662768664232;256.2154367126762;1557.338198052854;1527.111881241561;3422.545548542252;358.16428096172325;1185.966912951285;128899.91144586324;273.2268293129583;346.7580058349115;1097.9460900099687;365.76035100032584;412.93090212135405;115.67353752833576;176.02518028359808;1120.5746427523036;1311.6546705771132;1422.0642022652223;4516.952737134741;1118.652601464893;6643.164695331526;344.9214416262175;22779.388103160454;1198.6140512380462;294.65587353078973;358.59689896645125;395.3199965217687;1376.9988959927216;698.686674336648;61333.268358081514;64721.34158983964;77964.45906187853;735.2828188051535;1249.1928945071277;6657.172475270303;6501.9504048202025;6657.172475270303;643.8469200032497;1139.2589573007406;1203.9168926095388;1389.7539361259398;4570.289774980211;846.2735456158642;288.9390330861401;25571.9567899958;6711.382560135814;2369.003651459094;1009.1689823414473;446.26856740850013;476.98640089370235;445.49371594962804;464.3973947233358;432.90470977926157;444.7162985985167;594.3629059116089;844.8447421251823;12618.964820148574;461.5961208778089;495.70764878299485;677.5864333459548;595.1253222621864;782.3462260183483;80.23431395568005;984.206126875017;3306.021568302988;320.8082706307076;3435.1664963013723;1438.9749681481774;17170.595599712917;1398260.8839617982;7270160.847700497;59763.08401742531;0.0
